"protein","logFC_pooled","P.Value_pooled","adjP_pooled"
"P36980",0.204399232749389,0.0154579956894013,0.236691357806047
"Q96FE5",-0.147574130922797,0.0155984431026886,0.237747512206793
"P10828",0.164272491940381,0.0156009096798735,0.237747512206793
"Q14512",-0.146431956980138,0.015708180330213,0.238816330268557
"P12645",-0.118554423404855,0.0158369979803083,0.24020691983812
"P09564",-0.148623834244561,0.015942026749045,0.241230997701432
"Q15661",-0.180486598214911,0.0160944425871552,0.241817255977956
"P09496",0.359659498719833,0.0161402311085089,0.241817255977956
"Q8NBK3",-0.122943995304965,0.0161606483313533,0.241817255977956
"Q15293",-0.319371393852829,0.0161989533815905,0.241817255977956
"P40126",-0.144021363885565,0.0162223167466407,0.241817255977956
"Q13188",0.283030074168444,0.0162305927988368,0.241817255977956
"Q3SY56",-0.0999912286410827,0.0162439829859239,0.241817255977956
"P09958",0.0807083944035142,0.0163292014039436,0.24252446704102
"P16870",-0.0690089085360842,0.0163918524172179,0.242894015887392
"Q9H257",-0.114547855531138,0.0164838933295863,0.243696363224297
"P37837",0.151823020368871,0.016543992448903,0.244023888621319
"Q9NVS9",0.113057470330224,0.0166867955021396,0.245567006577254
"P14316",0.19293578998653,0.0167328939582436,0.245611169009376
"Q9BZL1",0.208052828680989,0.0167980524040906,0.245611169009376
"O75636",0.0922919361624517,0.0168043716940018,0.245611169009376
"P20742",-0.730389038883835,0.016907788183707,0.246358396721144
"Q5FWF7",-0.0960764329641133,0.0169740308059721,0.246358396721144
"Q96A26",0.194266312017226,0.01698967877602,0.246358396721144
"Q7Z4W2",0.128488679342307,0.0170691820437486,0.246358396721144
"O76095",-0.0704381763497991,0.0170901335398806,0.246358396721144
"Q9ULC6",-0.180774365213151,0.017141665497061,0.246358396721144
"O14917",-0.180052753201551,0.0171550080714054,0.246358396721144
"Q9BST9",-0.117052542148884,0.0171619595290114,0.246358396721144
"P21549",0.180983538141434,0.0172950342904119,0.247715736128371
"Q8IUK8",-0.120251731286104,0.0173695590998017,0.248230299046278
"P01374|Q06643",-0.0953087403580129,0.0175575478298217,0.248891181084073
"Q9BQB4",0.0994192294014567,0.0176053667992339,0.248891181084073
"P02751",0.307988643410181,0.0176504213601159,0.248891181084073
"O00321",-0.217046023013513,0.0176674970120428,0.248891181084073
"Q9UBU3",-0.118405605672766,0.0176942758479496,0.248891181084073
"Q9HC73",-0.122461142599918,0.0177397204517473,0.248891181084073
"P06756|P18084",-0.213257585693646,0.0177965331824643,0.248891181084073
"O00305",0.145132744142187,0.0178604357318804,0.248891181084073
"P16671",-0.185425355423712,0.0178793827130015,0.248891181084073
"Q12913",-0.0620134882121346,0.0179604421706252,0.248891181084073
"Q499Z3",-0.148175272901192,0.017997877275754,0.248891181084073
"P14902",-0.173280455770823,0.0180010904179423,0.248891181084073
"Q9BQ89",0.245839798843051,0.018020132971298,0.248891181084073
"Q96BD6",0.0894763306755281,0.0180603769602945,0.248891181084073
"Q9NXS2",-0.116466921870781,0.0181017377529422,0.248891181084073
"P16581",0.157974009464111,0.0181134831726663,0.248891181084073
"Q96S95",0.102054104116628,0.0181462707004131,0.248891181084073
"Q14103",0.198449164127646,0.0181645208981823,0.248891181084073
"Q96MF6",-0.110493162792627,0.0181873337808624,0.248891181084073
"Q71RG4",-0.132277215180162,0.0181898390778284,0.248891181084073
"Q9NUL3",0.114677114155043,0.0183802168169998,0.250585924628086
"Q13007",0.109975478346513,0.0183916274956394,0.250585924628086
"Q16514",-0.138734055842145,0.0185356009394096,0.251415733800965
"P19419",0.0951676069348198,0.0185756399253701,0.251415733800965
"Q99435",-0.070311483309097,0.0185864011812477,0.251415733800965
"P62253",0.163228873095793,0.0186089083018596,0.251415733800965
"P09668",0.161289619290846,0.0188709141003773,0.254406795237618
"P14091",-0.0830098838294283,0.0189094150402086,0.254406795237618
"Q9H3T2",-0.104484065579877,0.0191640714630024,0.257294663003275
"Q8WYQ4",-0.10838616089204,0.0193866222320563,0.259740349113238
"Q9UIS9",0.151511082101585,0.0195487549711824,0.260553514201171
"P15151",0.185606578499597,0.0195776822898319,0.260553514201171
"P48058",0.194782037337943,0.0196017153330604,0.260553514201171
"Q9P244",-0.0786938528245688,0.0196358236938958,0.260553514201171
"Q5VWK5",0.103246652510794,0.0196549627623051,0.260553514201171
"Q8IZN3",-0.143445080243117,0.0197208011980681,0.260553514201171
"O95243",0.10018668180402,0.0197309223162759,0.260553514201171
"Q86Y29",0.0665197468128105,0.0198376586239429,0.260893163063969
"P68400",0.139355437987161,0.0198711650332414,0.260893163063969
"Q14562",0.115586842720989,0.0199132353934253,0.260893163063969
"O95971",-0.300213368337135,0.0199189151087558,0.260893163063969
"Q53H76",0.138484376275308,0.020015552925661,0.261626058668549
"Q7Z5A9",-0.142986112757427,0.0200964830294032,0.261878759591998
"Q9H3J6",0.0854711840074605,0.0201228641085435,0.261878759591998
"A6NNA5",-0.0709181359897275,0.0201686218050548,0.261878759591998
"O75556",0.087625850644264,0.0201977709155079,0.261878759591998
"Q6FHJ7",0.169429400170496,0.0203288565553193,0.263048041262089
"P21589",-0.143898122620907,0.0204684983780028,0.264323118612322
"Q13561",0.054998986720247,0.0208386986849121,0.267992382229283
"P17174",0.0949328679496635,0.0209218442644681,0.267992382229283
"Q9BQI7",-0.181696725768052,0.0209385889407837,0.267992382229283
"P61024",0.134090116957934,0.0209755670351174,0.267992382229283
"Q14116",0.106962791551692,0.0209997245004995,0.267992382229283
"P55316",-0.189847136806928,0.0210026684253706,0.267992382229283
"Q86SG5",-0.134968739185173,0.0211081569127757,0.268805063576357
"Q8N371",0.200270039573762,0.0212528533304821,0.270112845391958
"Q96EC8",-0.102093051860892,0.0213006040632081,0.270185768699194
"Q13740",-0.0733497961739026,0.0215386402893843,0.272667314372107
"P13987",-0.202970915645833,0.0216188607129061,0.27314517336876
"Q9BS40",0.125013996476986,0.0217204184496147,0.273890217744064
"A6NLP5",0.121584287545729,0.0218080814416124,0.274457478964793
"P30566",0.29632480839841,0.0218893867477646,0.274793626945049
"Q14166",0.160564673538791,0.021954345493531,0.274793626945049
"P17813",-0.145708359865081,0.022005651952338,0.274793626945049
"Q9UBL6",0.0734008144381148,0.0220057095127818,0.274793626945049
"O14862",-0.10126862476143,0.0223227906671865,0.27810140293552
"Q05513",0.13960727846788,0.0223888745265157,0.27810140293552
"Q9Y4C5",0.0749321196003548,0.0224003306982739,0.27810140293552
"P21810",-0.137603484178036,0.0224952702859127,0.278741971500394
"Q7L190",0.106786565884864,0.02276739011583,0.281571318913274
"Q92522",0.372725272407616,0.0230219605974106,0.283992250588798
"P54284",0.194623518757444,0.0230514624175638,0.283992250588798
"Q14126",-0.076577757230056,0.0231214465076039,0.284309794436712
"P02679",0.0888534590977923,0.0231741639189401,0.284414214050961
"Q969J5",-0.0899292599202644,0.0233465243283222,0.28598380562941
"P03971",-0.0711982623684881,0.0235990710240359,0.288527805618964
"Q9H204",-0.0861731012861383,0.0237643861758108,0.289997661283945
"Q14050",0.0846294247087571,0.0238533035365732,0.290531430007012
"Q9NPI5",-0.18937280651502,0.0240210542173017,0.291801665437499
"P55001",0.0862931819902994,0.0240655330625436,0.291801665437499
"O75190",0.135543664995034,0.024103186188905,0.291801665437499
"P13716",0.171898494687582,0.0242248422513521,0.291801665437499
"Q8WVM8",0.278408348413502,0.0242268081902545,0.291801665437499
"Q13838",0.166849571732563,0.0242463085420202,0.291801665437499
"Q92851",-0.177482503146786,0.0242752124100547,0.291801665437499
"P04843",0.140221304335349,0.0244829547355448,0.293749779672181
"Q9HC23",0.223688115627855,0.0247199700980143,0.296041206145865
"Q16718",0.0735917632768934,0.0248552737423534,0.297108300068912
"Q9Y6I4",0.203662345970772,0.0249475604922561,0.297493069958994
"Q8IYJ0",-0.102721083047293,0.0249799809948464,0.297493069958994
"P35557",0.0864946423343511,0.0250398076716802,0.2976543496055
"P51636",-0.0813204437508991,0.0253065221420519,0.29900898252013
"P05556",-0.191345932664275,0.02532105073762,0.29900898252013
"P29590",0.11474026384267,0.0253868142760357,0.29900898252013
"Q9BQ69",-0.104994363060223,0.0254211715568142,0.29900898252013
"O95544",-0.129320616091291,0.0254324900150433,0.29900898252013
"Q09161",0.0940963448440952,0.025432734168638,0.29900898252013
"Q9NZN4",0.121488541657165,0.0255478139331944,0.299813852927689
"Q16637",0.183494476399985,0.0256326713697825,0.299859340321251
"Q6UXG2",-0.0805132088203841,0.0256449443596156,0.299859340321251
"Q86SJ2",-0.0975790480623685,0.0257800111922243,0.300891564386923
"Q06520",0.152348395633301,0.0258868968430776,0.301591727532305
"Q9UHY1",-0.119645819587366,0.0259888711606454,0.302232243099657
"Q99706",0.0819691564629615,0.0261006875111757,0.302984695639659
"Q9Y639",-0.113993937266999,0.0261532384931627,0.303047705855008
"Q99616",0.110562064332405,0.026210424280508,0.303164098107819
"P20151",-0.173693148201616,0.0263385696273119,0.304099355966325
"Q5VUM1",-0.084667945838642,0.0263901348879216,0.304148669290723
"Q9NQH7",0.129500940731024,0.0265504113043857,0.304797481666096
"P13861",0.0894376310898408,0.026626852748354,0.304797481666096
"O95841",-0.0778650578127799,0.0266539719052906,0.304797481666096
"O14763",0.0833950735266998,0.0267625801226291,0.304797481666096
"P18510",0.109614607018556,0.026771475139198,0.304797481666096
"P52926",-0.114308932820201,0.0268003877932031,0.304797481666096
"Q5H8C1",-0.106138699527933,0.0268007142964264,0.304797481666096
"Q00266",0.226403828302028,0.0268255908292661,0.304797481666096
"Q9BQA9",-0.0710964530639288,0.0270265628670584,0.306103355525713
"P80098",0.0708001716960173,0.027035718541223,0.306103355525713
"Q69YN2",0.126969917236253,0.0270980390803185,0.306269752768942
"Q16513",-0.302439470425894,0.0272451162286734,0.30739182888877
"Q13356",-0.115742205029857,0.0274148335607602,0.307867706257002
"Q7Z6V5",-0.170620604970008,0.0274693032498783,0.307867706257002
"P07738",0.216802857100481,0.0274697748877789,0.307867706257002
"Q06323",0.187748077866784,0.0274787845422981,0.307867706257002
"Q8N4A0",-0.120228984005265,0.0276140318813586,0.308844937441769
"Q16322",-0.129101584713209,0.027718458367563,0.309474662780898
"Q96J42",-0.180847490533904,0.0279991044450253,0.311578542345619
"P05543",-0.0543411587295074,0.0280240807174174,0.311578542345619
"O75475",0.144006634895204,0.0280522431998311,0.311578542345619
"Q9H8L6",-0.124498949247373,0.0281138166955781,0.31172406063666
"Q10567",0.13100344045394,0.0281921779403754,0.312054899026771
"Q6ZWK4",0.186287975280287,0.0282632247492628,0.31230377725517
"Q96EP1",0.0519980671542908,0.0284872517142309,0.312997026347296
"Q9BZL3",-0.155238987643454,0.0285476413728314,0.312997026347296
"P53999",0.168090231774616,0.0285653142744848,0.312997026347296
"Q9Y6K8",-0.143693236089673,0.0285970937733953,0.312997026347296
"P45378",0.09493917116389,0.028652648852076,0.312997026347296
"P13747",0.0699303195888461,0.028666051677,0.312997026347296
"Q8TCA0",0.183269189966752,0.0286800814001303,0.312997026347296
"Q96JF0",-0.117172979227827,0.0287311257162025,0.312997026347296
"Q9HAW9",-0.103061980686239,0.0287639935579617,0.312997026347296
"Q92793",0.11973939211057,0.0288161010556109,0.313034368055124
"Q9BRG1",0.262628648989158,0.028914932857749,0.3133369080067
"P01133",-0.172825306117138,0.0289413968832188,0.3133369080067
"Q86WA6",-0.0721631676628142,0.0290533538325295,0.313791902949035
"Q9NR21",0.0654733210666691,0.0290810098208094,0.313791902949035
"Q8N386",-0.098072258331233,0.0291575894415015,0.314091218925119
"Q9H0F7",0.16997539103387,0.029247152527972,0.314141814872958
"P13686",0.0948171065196214,0.0292599824457941,0.314141814872958
"P01178",-0.097263072522518,0.0293666999193266,0.314762078635316
"P07766",-0.0923073582266657,0.0296570054949397,0.316943331770256
"Q9H3Q3",-0.248310417896852,0.0296902700684261,0.316943331770256
"Q8NBI6",-0.0891856393113056,0.0297589798218131,0.316943331770256
"P04183",-0.11633559023902,0.0297673413760278,0.316943331770256
"Q9UNW1",0.0627287947876572,0.0299319890642336,0.31816962259849
"Q9BWS9",0.118286052564266,0.0300084335747618,0.318455835510384
"P42679",0.0909235985048735,0.0301894543168135,0.319849062127558
"Q16851",0.154912279600417,0.0303306393139244,0.320252051303826
"P27918",0.0753810669278043,0.0303593538430409,0.320252051303826
"Q6ICB4",0.0727516631346787,0.0303768856002696,0.320252051303826
"P05111|P08476",-0.21490953898279,0.0304937238589445,0.320957672891771
"P18859",0.438066393845257,0.0306329573816823,0.321571466272658
"P49862",-0.107568368851762,0.0306967641497478,0.321571466272658
"P22676",-0.194547987589348,0.0307020494932999,0.321571466272658
"Q9Y6H6",-0.103614774899491,0.030845339689747,0.322082375876891
"O60568",0.108583531582471,0.0309457243394524,0.322082375876891
"O95461",-0.110295348449926,0.0309645583721236,0.322082375876891
"P16333",0.126140520885462,0.0309757556785761,0.322082375876891
"Q16674",-0.0936358007899904,0.0310643961590219,0.322082375876891
"O14796",-0.106017757209696,0.0310709237656271,0.322082375876891
"P16442",-0.788951214280295,0.0311014080888741,0.322082375876891
"O14653",-0.200735018436443,0.031196054765011,0.32254313214435
"Q9UH65",-0.0713761311402704,0.0314355644288326,0.323783358220224
"P61457",0.15046777703078,0.0314366133419616,0.323783358220224
"P05814",-0.181417347397461,0.0314670500525019,0.323783358220224
"P08603",0.0399486385955049,0.0315553390987234,0.323858718286961
"Q9H1R2",-0.15919504187469,0.0315750919555162,0.323858718286961
"P59901",-0.102383298825389,0.0318065231773925,0.325495105413816
"P10767",0.144729746718393,0.0319836001598907,0.325495105413816
"P62745",0.119718827723716,0.0320022817449559,0.325495105413816
"P08637",0.716034102777031,0.0320380677210651,0.325495105413816
"Q9UHI8",0.0999302321162586,0.0320660685978721,0.325495105413816
"Q92563",-0.106329438481222,0.0321072692952069,0.325495105413816
"P61981",-0.131998429870615,0.0321189567941593,0.325495105413816
"Q9BPX1",-0.106761227792701,0.0321700024917136,0.325495105413816
"Q96PP8",-0.173381809837866,0.0322330846296823,0.325495105413816
"P53667",0.0914961329472539,0.0322670874664513,0.325495105413816
"P62258",-0.100863400169689,0.0322913819396695,0.325495105413816
"Q9HBE5",0.0867081795974748,0.0324080072408994,0.326159459415061
"Q9UNX3",0.207900648597234,0.0325296774856014,0.326427086143057
"A6NGN9",-0.108939233968823,0.0326292518774849,0.326427086143057
"O75452",0.0847191108430306,0.0327823100796437,0.326427086143057
"O95150",0.111135242028124,0.0327868015574527,0.326427086143057
"Q6UWY0",-0.0541541383419593,0.03279340478232,0.326427086143057
"Q8IUA0",0.161429570207802,0.0328237114187685,0.326427086143057
"Q96FL9",-0.161166242176688,0.0328495968266656,0.326427086143057
"P53602",0.141281851935276,0.0328763390972602,0.326427086143057
"O75509",0.0790868855580469,0.032891424633914,0.326427086143057
"O15013",0.0865902834046635,0.0330349721217233,0.327313590898901
"Q8WXF1",0.10006183275704,0.0330825430079748,0.327313590898901
"P0CG48",0.1060275211345,0.0333291894234794,0.329247338221807
"O95236",-0.1278913980882,0.0333967460681403,0.329408702399096
"P57087",0.0657365323600289,0.0335258093011448,0.330175313347109
"Q9NR61",-0.094758941511217,0.0336065841893994,0.330464744529094
"P42330",0.107518494643501,0.0337137291897949,0.330545828864538
"Q9UM07",0.311427497728268,0.0337176276994459,0.330545828864538
"P01215|P01225",-0.42903522945744,0.0338255402833521,0.331099009988185
"P34949",0.21914408160852,0.033901691472182,0.331340087929487
"O14967",-0.242590194550886,0.034085863538212,0.332634580294751
"P07858",0.100220013711677,0.0341785531693856,0.333033750655029
"Q9Y2I2",-0.084465050334261,0.0342826538431203,0.333542733532688
"Q5JR59",-0.0950587912599442,0.0344560706140338,0.334723550028477
"Q16769",0.142629214272469,0.0346527874328654,0.336126811434023
"Q96Q40",0.0839359723779063,0.0347229819119945,0.33630044680126
"Q96KG7",-0.170990363594562,0.0352555675400971,0.340945195263706
"O15394",-0.114525066326491,0.035308715042943,0.340946466127878
"Q86WN2",-0.124052371306083,0.0353932934159231,0.341250779546929
"Q8N126",-0.0773975979285684,0.0355427062568421,0.342178359188251
"O15151",0.109838303168144,0.0357203730208881,0.343131861972011
"P16234",-0.170262622479499,0.03574846019612,0.343131861972011
"Q13882",0.0946720526970337,0.0363144777724385,0.348045315282492
"P49366",-0.337129716674933,0.0363820981653165,0.348174513840998
"P07148",-0.108896514517826,0.0365448660252409,0.349212531067346
"P42892",-0.0650161376034353,0.0366761093491802,0.349696307140465
"Q15648",0.0900762242719285,0.036749011605283,0.349696307140465
"Q92730",-0.181078751411733,0.0367698681075392,0.349696307140465
"Q641Q3",-0.0611436630423354,0.0368129995232616,0.349696307140465
"O43508",-0.104338492702135,0.0371803867864526,0.352665291185363
"O15467",0.146785025393708,0.037435557963172,0.353794648878048
"Q9Y5H3",0.1625909666381,0.0374809806745114,0.353794648878048
"Q9UI30",0.169495205445219,0.037494610109354,0.353794648878048
"P43358",-0.322240730437129,0.0375575643238463,0.353794648878048
"P02778",0.131527281464427,0.0375745210983839,0.353794648878048
"P35080",0.0700080282437648,0.0378005527834766,0.355213095805541
"P08631",-0.0900848977179133,0.037835635301943,0.355213095805541
