"protein","logFC_pooled","P.Value_pooled","adjP_pooled"
"P08670",0.192810128600356,0.0399907497628648,0.364795052092175
"P12111",-0.436052883077461,0.0402378189338795,0.366415604639074
"Q15506",0.147843002300408,0.0402823561623115,0.366415604639074
"Q8NBJ7",0.0707949187851246,0.0404762151750134,0.367658954506372
"P14778",-0.135291928271954,0.0405751743162769,0.368038005681208
"P49006",0.0645099756707351,0.040685011219651,0.368514517117712
"Q8N2Q7",-0.0674520805932118,0.0407707650661513,0.36877185673758
"Q5PSV4",0.107634134437201,0.0408286790613368,0.368777015510473
"P02743",0.0717946706845059,0.0410521711665388,0.37027561398599
"Q5QJ74",0.160908392561941,0.0413755606191674,0.372125951884303
"P07602",-0.0983397273332842,0.0413814018372573,0.372125951884303
"Q86U44",0.0978702660163963,0.0414309098972416,0.372125951884303
"P22626",0.2050820273884,0.0415998269645434,0.373005209286183
"O60930",0.148712704207347,0.0416448048930928,0.373005209286183
"Q6PKC3",-0.232804924989781,0.0418125443300277,0.373380218657364
"A5PKW4",-0.123546948874894,0.0418205384247759,0.373380218657364
"P23396",0.150140637121525,0.04191553016002,0.373380218657364
"Q7Z3B1",-0.0636822952499795,0.0420049495933104,0.373380218657364
"P51911",-0.122543386214196,0.0420179292219372,0.373380218657364
"P46783",-0.182006704818542,0.0420603583100509,0.373380218657364
"Q9Y6N7",-0.131101287950103,0.04209308949255,0.373380218657364
"Q8WVY7",0.208584881435751,0.0423331313124818,0.374791952774758
"Q6BAA4",-0.164542399831396,0.0423687995128672,0.374791952774758
"P00441",0.120624973769762,0.0430445177373147,0.379577244510604
"P55058",0.0760116022697439,0.0430728984978707,0.379577244510604
"Q5VWZ2",-0.102164733836009,0.043088760764837,0.379577244510604
"Q8TB22",0.141740185105001,0.043159812351217,0.379577244510604
"O75629",0.0786464339566852,0.0432077784733733,0.379577244510604
"Q9BXJ3",-0.0686999936649068,0.0432638967853013,0.379577244510604
"Q9H479",0.306987967232931,0.043421320968209,0.380439393932633
"Q86UA6",-0.0721917952344485,0.0437477606362219,0.381192058620422
"Q8WVJ2",0.143406942921625,0.0437589876252544,0.381192058620422
"Q86XE5",0.12637091621156,0.0437766603115483,0.381192058620422
"Q92874",0.107914300574728,0.0438141422210048,0.381192058620422
"Q86UX2",-0.106640317241932,0.04383075827528,0.381192058620422
"Q12798",-0.120191921414047,0.0438719641098784,0.381192058620422
"Q08629",0.0898540483052597,0.043922145146592,0.381192058620422
"Q13449",-0.0735697166958419,0.0439846400007118,0.381219972836358
"Q9UBL3",0.0688292076755826,0.0441081853369044,0.381426276050465
"Q96NT3",0.0809550292281598,0.0441476480719053,0.381426276050465
"P08237",0.158400556590026,0.044191726008488,0.381426276050465
"Q86VW2",-0.0842512963552489,0.0442456852641342,0.381426276050465
"P00747",-0.0699069105116176,0.0443285251269134,0.381628842156867
"Q8NHG7",-0.0774430882532652,0.0445185938122772,0.382324134489256
"P54709",-0.158293331036917,0.0445282472790681,0.382324134489256
"Q6P1Q9",-0.219996067890043,0.0446327558074304,0.382324134489256
"O95727",-0.124559968642742,0.0446470883224119,0.382324134489256
"Q9UEU5",0.136072138009341,0.0448422234481857,0.383484493344791
"P43629",0.0685719869317873,0.0449660838237076,0.383645441432974
"Q13477",0.102738585001876,0.0449867727062162,0.383645441432974
"O43699",-0.0907897632901871,0.0450885256031471,0.383645441432974
"Q9Y4U1",0.201563662344506,0.0450996662608192,0.383645441432974
"Q04771",-0.183602542974184,0.0452083549275017,0.384061995427693
"P19957",0.145309800150219,0.045326511130799,0.384286336726979
"Q9NPI6",-0.0902464485985153,0.0453542729864371,0.384286336726979
"P11177",0.0827142046941754,0.0454544569796022,0.384620131030928
"Q9BYF1",0.11013170109275,0.0455132824933193,0.384620131030928
"P16219",-0.0741105394757439,0.0456413013775322,0.385195812544501
"Q9NQP4",0.100067757532533,0.0459525577161954,0.386927529263619
"Q15697",-0.170009067473739,0.0459668220117253,0.386927529263619
"Q6UXB1",-0.108592865882398,0.0460410155889695,0.38704545261786
"P19784|P67870",0.225112729083617,0.0461564679702929,0.387509458899417
"Q9BXI3",-0.156703458164018,0.0462633748813237,0.387900604774176
"P51449",-0.107274100360039,0.0463570076961105,0.388179578767821
"Q6UWY2",0.0992168443916332,0.0467285224245397,0.39078170053604
"Q15418",0.113541561335205,0.0467999139798514,0.390870450395356
"Q9BQR3",-0.108335740478747,0.046870482677672,0.390952106485225
"Q8WU66",-0.13100284027444,0.0473451249139187,0.394399609224625
"P16220",-0.0796541266652148,0.0474658550170754,0.39489380803986
"Q9NQS1",0.150678775966908,0.0475317459825963,0.394931083222321
"Q8N257",0.309335402903088,0.0476394757804543,0.395315443540776
"O95467",0.0468547431835438,0.0479301055937333,0.397161848694637
"Q86W54",-0.101452428690488,0.0480971953805603,0.397161848694637
"P17540",-0.0936032319769849,0.0481087559854564,0.397161848694637
"Q96P71",0.198088948869089,0.0481090157258781,0.397161848694637
"P34925",0.108929074573351,0.04842599589,0.39879448913085
"P04062",-0.104002613277829,0.0484850447782747,0.39879448913085
"Q96QV1",-0.0687828483161816,0.0485824183970015,0.39879448913085
"Q9UK76",0.248944306355141,0.0486026341553812,0.39879448913085
"Q9UI08",-0.121501648831084,0.0486168371137594,0.39879448913085
"Q16822",-0.0950828932644114,0.0487283397658969,0.398838094742994
"O15389",0.282636130484542,0.0488208160457675,0.398838094742994
"P16403",0.281498349971668,0.0488406676128862,0.398838094742994
"P52799",-0.12778944489349,0.0488702252616201,0.398838094742994
"P17861",0.116196594497379,0.0490221751711548,0.399571113467296
"P35219",-0.0887544775150988,0.0491400543611029,0.40002492353956
"P08579",0.2096843420892,0.0492154876653316,0.400129478380804
"Q14641",-0.121794422552585,0.0492773358540813,0.400129478380804
"P84095",0.0648803415276821,0.0493750629053698,0.400417439526398
"Q99653",0.13246675904594,0.0495776003179446,0.401553586454284
"P14373",-0.0495735320699184,0.049787117800917,0.402146396502608
"Q15181",0.145957124722565,0.049879842747583,0.402146396502608
"Q9C000",-0.0858279832600961,0.049883276975714,0.402146396502608
"Q9UNN8",-0.116378308228739,0.0499281477912947,0.402146396502608
"Q9Y2Y8",-0.124452752223182,0.0499634537094673,0.402146396502608
"Q15390",-0.0632153420535056,0.0504307126942212,0.405399891670671
"Q9NRV9",0.135305952081689,0.0507079963776461,0.405839410370469
"P55075",-0.242109961342378,0.0508711942178657,0.405839410370469
"Q6PID6",-0.1059699511813,0.0509433629595751,0.405839410370469
"P0C0P6",0.0489552713033679,0.0509483299265463,0.405839410370469
"P16860",-0.0974149508778635,0.0509527157228801,0.405839410370469
"O15263",0.309183311179672,0.0509704031330792,0.405839410370469
"P08659",0.0693400692431665,0.0509883680550005,0.405839410370469
"Q99933",0.169871110377268,0.0510316496857051,0.405839410370469
"Q8TCD6",0.0739170772353645,0.0510533483112594,0.405839410370469
"Q5VZY2",-0.106153024566625,0.0512120947121349,0.405916716709949
"Q8WWU5",-0.100209008818128,0.0512392830948368,0.405916716709949
"P11597",0.151621475903857,0.0512811288163028,0.405916716709949
"Q92833",-0.0709186041761833,0.0513155482328081,0.405916716709949
"P14784",-0.100862889136934,0.0516080075689925,0.407523292530623
"P01148",-0.0865611504327127,0.0516453869402048,0.407523292530623
"Q6NYC1",0.157985635322776,0.0518364498714809,0.408177753920378
"P14415",-0.104041976374307,0.0518567747549172,0.408177753920378
"Q9H0N5",0.141308135366723,0.0519266359335317,0.408177753920378
"Q99674",0.0869676821514694,0.0519993240756325,0.408177753920378
"Q9H9H5",0.106794929859543,0.0520456784659789,0.408177753920378
"O43278",-0.119078200357214,0.05227869692602,0.409505846444865
"Q96G01",0.152973092053973,0.052347395901966,0.409545137524992
"Q9BUJ0",0.154225993797798,0.0525910395313961,0.41052907298145
"P13796",-0.0630514157665616,0.0526759544695332,0.41052907298145
"Q9Y5Q6",-0.0798677566429991,0.0527094140946724,0.41052907298145
"P0CG30",-0.101204225974186,0.0527285047866083,0.41052907298145
"P23280",-0.17040515069186,0.0528743116601721,0.41079286438046
"Q15561",0.0459911479065509,0.0528901402125674,0.41079286438046
"Q14019",0.0695309521563554,0.0530127285916999,0.41097634191835
"Q9UDY4",0.169896061771629,0.0531671564893378,0.41097634191835
"Q15560",0.0498942601230975,0.0532015777290015,0.41097634191835
"P00568",0.172909307475085,0.0532586442907146,0.41097634191835
"P27105",-0.106684170626049,0.0532871225020189,0.41097634191835
"Q86WC6",-0.114259704490324,0.0533239109288555,0.41097634191835
"Q92688",0.0652145661343432,0.0533683101150863,0.41097634191835
"A6H8Y1",0.060958999100848,0.0534250072840524,0.41097634191835
"Q13427",-0.150614824788734,0.0535237817197153,0.411244253571671
"Q96AB6",0.082827374407314,0.0536071144667868,0.41139302283521
"P53396",-0.0521862903635185,0.0537636779225651,0.411596089528043
"Q9BV40",-0.0647275225358662,0.0538470027309408,0.411596089528043
"Q8N912",-0.0715755635862132,0.0539388140378335,0.411596089528043
"Q9Y6U7",-0.139405980038034,0.0539488528706784,0.411596089528043
"P04217",-0.0624404165424923,0.0539535847414306,0.411596089528043
"P23468",-0.113378645706155,0.0540343843878372,0.411724082936233
"P21128",0.0772689214465395,0.0541656240568578,0.411787096318244
"P0CG29",-0.14586389703848,0.0542068062274092,0.411787096318244
"Q02487",-0.0832405085390217,0.0544277539771789,0.411787096318244
"Q96MP8",0.104091019728202,0.0544545056051946,0.411787096318244
"O15444",-0.093740288565514,0.0544736364310271,0.411787096318244
"Q7Z7C8",-0.107052841686382,0.0545363763170003,0.411787096318244
"O95968",-0.0716317332318928,0.0545672897571048,0.411787096318244
"P09960",0.174452594452013,0.0546419948392234,0.411787096318244
"Q68E01",-0.149016044779955,0.0546508925269413,0.411787096318244
"Q6UXZ4",-0.111128168085168,0.0547325888237873,0.411787096318244
"P02768",0.0559155904330894,0.054862045859866,0.411787096318244
"P40337",-0.106481048706799,0.0548654406637309,0.411787096318244
"P20916",-0.0850018580568179,0.0549517464703544,0.411787096318244
"Q96NT0",0.0962917485856354,0.0550465499134253,0.411787096318244
"O43296",0.0683729249114106,0.0551236829951105,0.411787096318244
"P48382",0.0750485899743729,0.0551284818816169,0.411787096318244
"Q5W041",0.177318543781523,0.055194951708069,0.411787096318244
"Q9BXP8",0.0757837888577934,0.0552536480910722,0.411787096318244
"P06132",0.216341059731339,0.055259254256359,0.411787096318244
"Q14498",0.0965131805854551,0.0554297012545053,0.412480549957194
"Q9BQC3",0.110086797066661,0.0554805902212677,0.412480549957194
"Q16610",0.0992274885877543,0.0556820798612075,0.413500526082478
"Q8TEK3",-0.130044092828148,0.0558629232855961,0.41436500536294
"Q99856",0.11045462846513,0.056002449510891,0.414633256659394
"Q9UQE7",0.167520129292978,0.0560559896264592,0.414633256659394
"Q9NPQ8",0.10511410956374,0.0560925102307064,0.414633256659394
"Q96T51",0.0893433963522457,0.0564464030942215,0.416770170262846
"Q9H2R5",0.0888124694474583,0.0566220568945379,0.417587669597217
"O95429",0.0738506177366311,0.05669172798049,0.417622568891788
"P09326",-0.11278120432935,0.0568537638489918,0.418337019808772
"P78504",-0.0964446022592908,0.0573726356209417,0.421672479632315
"Q9ULK0",-0.095469743647039,0.0574652982154833,0.42178805632628
"Q6PIL6",-0.190929726289762,0.0575195343489578,0.42178805632628
"Q6PJG9",0.100344509986094,0.0576003883740281,0.421829426902671
"Q9BXR0",0.112791454291447,0.05765636234605,0.421829426902671
"P09012",0.157460415302813,0.057915561576073,0.423137285489244
"P15927",0.115525153487055,0.0579667156765704,0.423137285489244
"P32242",-0.0836939533192227,0.0581066917631993,0.423678157289269
"Q9UJ71",-0.0581300981116424,0.0583332208875481,0.42484818066571
"Q9BT73",0.151674802439415,0.0585133881332253,0.42567827950766
"Q5VZV1",-0.137495225808111,0.058802717373643,0.427299746248473
"Q9NP66",0.0700292184594091,0.0590014633239056,0.428260057151283
"Q13263",0.0840386595559944,0.0591978134727136,0.429200832517499
"P13224",0.143129330694381,0.0595725715500927,0.431109272988657
"A2RUU4",-0.0871884564875352,0.0596426406866939,0.431109272988657
"P15559",-0.162992789289753,0.0596621447612976,0.431109272988657
"Q9H2U2",0.120787403358495,0.0600649827854371,0.433533001451342
"Q8TF09",0.0968831518104766,0.0601833195416795,0.433900143466974
"P48723",-0.0906590387075352,0.0603746171701616,0.43439409520695
"Q02241",0.153378037569677,0.0604417044269518,0.43439409520695
"P00387",-0.172742201103894,0.0604933074032592,0.43439409520695
"Q96QV6",0.249556353216306,0.0605548786535514,0.43439409520695
"P10415",0.10984872460341,0.0606159662372927,0.43439409520695
"O15079",0.126761879127768,0.0606571135897747,0.43439409520695
"P02042",-0.0763679539627629,0.0608712725874511,0.435442885439263
"P05114",0.101739398420011,0.0612240687111621,0.437195728229838
"Q8IXL7",-0.069716846325004,0.061307416043473,0.437195728229838
"Q9UJM8",0.191803886610061,0.0613415411305793,0.437195728229838
"P36957",0.180534007850793,0.061388235514157,0.437195728229838
"P80162",0.207695154105019,0.0619414402670181,0.440647568979196
"P61599",0.0628692363264349,0.0620177759174583,0.440703112624502
"Q05066",-0.0866278230544984,0.0625432403628443,0.443946554937584
"P34820",-0.0753093477066632,0.0627219235851954,0.444717319393259
"Q96NR8",0.139082061203117,0.0628483246762486,0.444717319393259
"Q9UBI6",0.11340633624945,0.0629677123941055,0.444717319393259
"P36551",0.122957782493892,0.0630436071177519,0.444717319393259
"P81534",0.078596809257553,0.0630617614661795,0.444717319393259
"P43307",0.0843679206660477,0.0630920107234288,0.444717319393259
"Q9UKD2",0.115352768669808,0.0631705142188486,0.444717319393259
"P29762",-0.0637392095058574,0.0632050427500294,0.444717319393259
"Q9NSC7",-0.0809249687766439,0.0636708186802555,0.446445975655263
"P78380",-0.247631376478904,0.0636827004737216,0.446445975655263
"Q9ULS5",-0.0902502261189116,0.063884431035726,0.446445975655263
"P18846",0.0511890827208386,0.0638962615719248,0.446445975655263
"Q16186",-0.165309526251898,0.0639239630274106,0.446445975655263
"O14543",0.0722249592917459,0.0639462561379345,0.446445975655263
"P49675",0.0905045189815679,0.0640167849669742,0.446445975655263
"O15021",-0.0928845045474468,0.0640338454478093,0.446445975655263
"Q5VW32",0.100114724682843,0.0640755147768323,0.446445975655263
"Q8NHW4",-0.14793998719877,0.0641678239820439,0.446551999469737
"A6NGB7",-0.121738882214303,0.0642930723018622,0.446551999469737
"Q7Z692",-0.0805489287751548,0.0643305864904759,0.446551999469737
"Q9UMS4",0.103815817266718,0.0643684813416959,0.446551999469737
"P23515",-0.142808496612599,0.0645005060744888,0.446900214733192
"Q96KN1",0.0860978530020327,0.0645839093946646,0.446900214733192
"P09758",-0.0458344002125513,0.064700884970551,0.446900214733192
"Q9NQT4",-0.10127940636377,0.0647326917930495,0.446900214733192
"Q12904",0.0743170052265056,0.064810077533521,0.446900214733192
"Q9HBG7",-0.128909463710155,0.0648356243735139,0.446900214733192
"Q9BX67",0.141384270654695,0.0649886290084766,0.447475238922391
"Q9UKQ9",-0.0431698431484681,0.0653520285876995,0.44822833743939
"Q9NVM6",0.152016877012058,0.0653551081401876,0.44822833743939
"Q8WVV9",0.0837756548520435,0.0655598342532476,0.44822833743939
"Q99832",0.285785529573092,0.065565510559281,0.44822833743939
"Q15125",0.0598721109197437,0.0655833633992619,0.44822833743939
"P50542",-0.0686017035662723,0.0655952835972304,0.44822833743939
"Q14141",0.197310320788996,0.0656284600801603,0.44822833743939
"P04141",0.145787341255464,0.0656616886246622,0.44822833743939
"O76070",0.0820256701189867,0.0657252872345428,0.44822833743939
"P04264",0.0881396093955763,0.0658105265208553,0.448334211923327
"Q9NRA1",-0.164064146383075,0.0659369062436922,0.448603505300848
"P27824",0.0605248262429399,0.0659895686541132,0.448603505300848
"Q86WD7",-0.0770956718729637,0.0661582532846117,0.449275318768044
"P08174",-0.0611708982651883,0.066379557408321,0.450302672671848
"P51693",-0.141243827816562,0.066597750242801,0.451306777462016
"P04090",-0.0686045431917405,0.0670177097657565,0.452696529872989
"Q9BRF8",0.244211326543397,0.0670185339588801,0.452696529872989
"B0FP48",-0.122783085644084,0.0670779968148888,0.452696529872989
"O00548",0.0652886628342247,0.0671124302799287,0.452696529872989
"P32456",0.165432729993818,0.0671547954437617,0.452696529872989
"P36404",-0.109980715715434,0.0673274736106299,0.452744609274025
"Q8N4E7",0.134202989917698,0.0673936402357916,0.452744609274025
"Q4KMG9",-0.0939066450932427,0.0674937830145992,0.452744609274025
"Q5JSQ8",-0.111924246054415,0.067562959545174,0.452744609274025
"Q14515",-0.0671148116916618,0.0675849736860868,0.452744609274025
"Q9NPG4",-0.207210174841557,0.0675921160649323,0.452744609274025
"Q9NRS6",0.14498147146081,0.0676547301372007,0.452744609274025
"Q96NI6",-0.0869498512024925,0.0678815449313009,0.453790244753842
"P48507",0.204723810165802,0.0681150997086162,0.454680812004944
"Q9BSW7",0.0690128236695554,0.0682163393441868,0.454680812004944
"Q6P4F1",-0.0946551724751542,0.0682268672966522,0.454680812004944
"O43915",-0.142012776788251,0.0683057290650891,0.454735138320484
"Q9UHQ4",-0.0597046567721368,0.0687746361307529,0.455736264779371
"P17947",0.198670260771558,0.0687852610259147,0.455736264779371
"Q9H3H9",0.0741029415848344,0.0689805598964645,0.455736264779371
"Q6ZN44",-0.140846762804596,0.0689978231109229,0.455736264779371
"Q969R5",0.121747373824806,0.0690379472579729,0.455736264779371
"P31321",0.1752518292853,0.0690626585526109,0.455736264779371
"Q9BTM9",0.0847440663400046,0.069091709774304,0.455736264779371
"O96014",-0.0603776760592108,0.0691359054149043,0.455736264779371
"Q9Y3E2",0.125169760851664,0.0692233843611591,0.455736264779371
"O75391",0.0924671994124877,0.0693070513342643,0.455736264779371
"Q8IWY4",0.17708321976766,0.0693427306938299,0.455736264779371
"Q96MR9",-0.12742136716794,0.0694205560688296,0.455736264779371
"P07288",0.226427729524338,0.0694583982153491,0.455736264779371
"P01215|P01229",-0.232507633271188,0.0695065144226501,0.455736264779371
"Q12884",0.0740745193894309,0.0695190912375312,0.455736264779371
"O00233",0.120525117032719,0.0696487230636991,0.456121118149337
"Q01518",-0.301421916447987,0.0698663046906325,0.456805127683971
"Q13753",-0.1033340528413,0.0700151274455215,0.456805127683971
"Q9Y5V3",0.115608822543624,0.0700464379255344,0.456805127683971
"Q9UPW8",-0.0800206904180506,0.0701995916986211,0.456805127683971
"P62081",0.133652798208473,0.0702862810349351,0.456805127683971
"O15145",0.165376152913636,0.0703007778385208,0.456805127683971
"Q9H7B7",0.105445336088081,0.0703122350337696,0.456805127683971
"Q8N4J0",0.0887121859954005,0.0703214237921212,0.456805127683971
"Q13046",-0.124667580196133,0.0705038829266354,0.456948378730223
"P51161",0.0789530563346297,0.0705252216244197,0.456948378730223
"P15086",0.144029897110633,0.0706142636046089,0.456948378730223
"Q13093",0.0967159349770476,0.0706276921875046,0.456948378730223
"Q2NKX9",0.148868638144847,0.0707779161782869,0.457414211666655
"Q9UKS6",0.0940899627718216,0.0708419460146148,0.457414211666655
"P15941",0.074977889443505,0.0710065718834151,0.458017315729431
"Q9H5V8",0.15058774125505,0.0711257900403572,0.458178909954036
"P31150",0.18683953108339,0.0711851491789647,0.458178909954036
"Q9NZD4",-0.0997192256337786,0.0712453599679733,0.458178909954036
"Q9H115",0.0603320089118228,0.071517230950061,0.45915304727381
"Q8NFI3",0.0902362876185029,0.071569552995511,0.45915304727381
"P25686",0.133484762101945,0.0716110257216034,0.45915304727381
"P15428",0.0642408990033425,0.0720959976551192,0.461406622822563
"P46777",0.173006005904899,0.0721059953252489,0.461406622822563
"Q8TA86",0.0714416995825065,0.0723015273632257,0.462159545584361
"P55083",-0.100793244051321,0.072367386472314,0.462159545584361
"P61081",0.095629472987586,0.0724920776014877,0.462387711234624
"O94782|Q8TAF3",0.0504563726805176,0.0725469134871304,0.462387711234624
"Q9ULW2",-0.109330916937868,0.0727785692154194,0.462718525637941
"O43854",-0.131933640492392,0.072790146699544,0.462718525637941
"Q58F21",0.0732459501692186,0.0728747647869775,0.462718525637941
"P49427",0.138095828358802,0.0729014353383947,0.462718525637941
"Q5JS37",0.0980216725413886,0.0729585733162607,0.462718525637941
"Q13247",0.0950228217352178,0.0732461338149737,0.464002472310344
"Q6UWS5",-0.0663347738632342,0.07330531983631,0.464002472310344
"P05015",0.110516260206057,0.0734320156966231,0.464347387359865
"Q96DV4",0.159640301061357,0.073681098381289,0.46545117315889
"P46531",-0.0572375166620853,0.0738157883884599,0.46545117315889
"P45974",0.153412701505084,0.0739514943160951,0.46545117315889
"Q9P0J1",0.118941366635514,0.0740029907412046,0.46545117315889
"Q8IUR7",-0.0533591290428882,0.0740043112181549,0.46545117315889
"O94906",-0.0859978951430461,0.0741343666039005,0.46545117315889
"Q8NBJ5",0.109676319334337,0.0741792405944577,0.46545117315889
"Q9Y6H5",0.104795977681208,0.0742181144788402,0.46545117315889
"P50749",0.0861755280660029,0.074257954231227,0.46545117315889
"Q06830",0.125430676135942,0.074574088154046,0.466424344503328
"Q8N812",-0.158667545128074,0.0747433809330508,0.466424344503328
"P27469",0.101821115046609,0.0747943413675213,0.466424344503328
"Q9NY30",-0.100315153861897,0.0748684916472525,0.466424344503328
"P78552",-0.0881052545715638,0.0749608408158886,0.466424344503328
"P01236",-0.0890606481042046,0.0750593023034904,0.466424344503328
"Q86WR0",0.0942533207417966,0.0750747556932842,0.466424344503328
"O60882",-0.0950803959455211,0.0750913865542322,0.466424344503328
"P24557",0.109304388063237,0.0752114898478247,0.466424344503328
"O95954",0.294127464595707,0.0752418666937593,0.466424344503328
"P62851",0.189213982321439,0.0752542849118314,0.466424344503328
"Q5KU26",-0.102704609218421,0.0753803396575147,0.466424344503328
"P15144",-0.0941450058794548,0.075382462342293,0.466424344503328
"Q15485",0.097221706576513,0.0754285987068047,0.466424344503328
"O43248",-0.131314436887333,0.0757109142302525,0.467003508854204
"Q9BSW2",-0.119102473157166,0.0757348941544033,0.467003508854204
"Q96KS0",0.0959047178669925,0.0757707080023369,0.467003508854204
"O60814",0.244039223152325,0.0759919959890454,0.467003508854204
"P39687",0.0699834549725545,0.0759974432658102,0.467003508854204
"Q0Z7S8",-0.0929960267388389,0.0762754914183539,0.467003508854204
"Q86U17",-0.0874866570496265,0.0764774688961232,0.467003508854204
"P48061",0.0732914830857543,0.0764839026183191,0.467003508854204
"P08254",-0.0612924156754305,0.076489382336369,0.467003508854204
"Q8WZA1",0.117262293236827,0.0765459584738289,0.467003508854204
"P01871",-0.16950144558496,0.0765512503730217,0.467003508854204
"O15066",0.0862671120941676,0.0765839906369818,0.467003508854204
"Q16555",0.297597761022998,0.0765873246294759,0.467003508854204
"P60891",0.110412723885948,0.0766358384451941,0.467003508854204
"P55735",0.05100346704646,0.0767570057372258,0.467003508854204
"O95931",0.07672516444449,0.0768345930804121,0.467003508854204
"Q8N6K0",0.0933256780126515,0.0768417540928673,0.467003508854204
"Q13123",0.0444877897463527,0.0770297646856869,0.467003508854204
"Q7L8C5",0.092607744304714,0.0770522329291339,0.467003508854204
"Q8WXD2",-0.0828636773564492,0.0770661712017855,0.467003508854204
"P26010",0.137985237140596,0.0771400622932626,0.467003508854204
"O95502",-0.122927711268091,0.0771870457599291,0.467003508854204
"P04275",0.172729759493681,0.0771924630558263,0.467003508854204
"P14555",-0.119746893772449,0.0772877694933069,0.46714064437167
"P42785",0.0703330624809722,0.0775421302006216,0.467897894256585
"Q96DN0",0.123088401811404,0.0775585686949961,0.467897894256585
"O95741",-0.0750248289118887,0.077711512659624,0.468148572935226
"Q12778",0.102018705789384,0.0777531526040111,0.468148572935226
"P08476|P09529",0.0868059162383717,0.0779052683345531,0.468148572935226
"Q9Y287",0.0605510552966965,0.0779381155023117,0.468148572935226
"Q15628",-0.108183637056611,0.0779640991468865,0.468148572935226
"Q92870",0.0458167201982473,0.0781043554890909,0.468388800445793
"Q03591",0.0748152401258617,0.078236163057705,0.468388800445793
"P20700",0.061370643720125,0.0783689006331876,0.468388800445793
"O75695",-0.111875245701402,0.0783994151620448,0.468388800445793
"P01568",-0.158438374949027,0.0784709977719608,0.468388800445793
"Q03252",0.136312942197343,0.0787150225640182,0.468388800445793
"P80511",0.111867784953157,0.0787215984454118,0.468388800445793
"Q14213",-0.161288024367307,0.0787406183738311,0.468388800445793
"Q15124",0.0911977961883895,0.0788428100146288,0.468388800445793
"Q8IYS4",-0.0576611279115729,0.0789349665998696,0.468388800445793
"O60609",0.0845044051597355,0.078949336687209,0.468388800445793
"P27352",-0.177618410969797,0.0790032734765053,0.468388800445793
"Q76LX8",-0.0814836428760501,0.0790219088605173,0.468388800445793
"O15041",-0.218181436320641,0.0790909965642096,0.468388800445793
"Q6IN84",0.102908161764372,0.0791850597933745,0.468388800445793
"P01008",-0.0353329949426287,0.0792628648303181,0.468388800445793
"P23435",-0.114053964236727,0.0793407437232409,0.468388800445793
"Q5UCC4",-0.0474978363488779,0.0793666126037023,0.468388800445793
"Q9P2M1",0.054472212944581,0.079387932278948,0.468388800445793
"Q99633",0.122661104135617,0.0794773668116575,0.468486659913629
"Q13444",-0.132307196055435,0.0797240829431512,0.469510602021433
"Q6YHK3",-0.0709963427962801,0.0798340003602554,0.469727773391402
"P62701",0.198111058389769,0.0802080020821945,0.471496948254655
"Q9BXN2",0.0760892057731357,0.0804351564357312,0.472400448436701
"Q8IUL8",-0.11193866973426,0.0808006817948121,0.474114219546019
"P61266",-0.0365735466076407,0.0810632356136369,0.474544354624061
"Q16659",-0.0529841936857067,0.081240631725474,0.474544354624061
"Q9BVK6",-0.122669450584641,0.081287215022056,0.474544354624061
"Q8TC27",-0.0873105529480399,0.0812937838503153,0.474544354624061
"O43680",-0.128588175479959,0.0813499787404995,0.474544354624061
"Q9UJZ1",0.0885596092075165,0.0813857169237595,0.474544354624061
"Q0D2K0",-0.0728081115078313,0.0813905182942528,0.474544354624061
"P05060",0.0643715164647689,0.0815397546341626,0.474670686721469
"P00480",0.199880193037477,0.0816061960745219,0.474670686721469
"P19623",-0.112434688951202,0.0816336152253063,0.474670686721469
"P01563",-0.0502828121315394,0.0817506316385656,0.47492169111799
"P53778",0.0612741146350666,0.0820540160939067,0.475944478592883
"Q9NS00|Q96EU7",-0.117618651403779,0.0820747048296544,0.475944478592883
"Q9C0B1",0.0893693685458511,0.08230564667128,0.476345225999683
"O14579",-0.121981622356241,0.0823289364897672,0.476345225999683
"Q11201",-0.0899334802551245,0.0823800635028443,0.476345225999683
"Q08ET2",0.196029597246436,0.0824400927597025,0.476345225999683
"Q15848",-0.146748091940695,0.0828747327915978,0.478411187217368
"Q13541",-0.0781617986791969,0.0830169530438794,0.478411187217368
"P52803",-0.078595749756338,0.0830332844979724,0.478411187217368
"Q02246",-0.104832958523586,0.0831191322427649,0.478411187217368
"O15294",0.125087114294872,0.0831863115513694,0.478411187217368
"P26572",-0.173559105077276,0.0832439929243096,0.478411187217368
"Q2NL98",-0.122076546669335,0.0834016338644067,0.478889203019643
"O00273",0.045916885115537,0.0838854645119249,0.481035785723807
"P06858",0.0608766039673623,0.0839250741069991,0.481035785723807
"P26998",0.108658939658302,0.0841715674847832,0.481468415336236
"Q9BY76",0.0599448570735263,0.0841930600566717,0.481468415336236
"P61978",0.198340794750728,0.0842574305462511,0.481468415336236
"Q01105",-0.0414594043624666,0.0843794534132799,0.481468415336236
"Q92820",-0.0779262681449506,0.0844400081243346,0.481468415336236
"Q12926",0.099445056810592,0.0846961458175755,0.481468415336236
"P32322",0.133118996236728,0.0846975190521152,0.481468415336236
"P27448",0.108139155877245,0.0847097233605906,0.481468415336236
"Q8WXI8",-0.0563225654849889,0.0847411388845546,0.481468415336236
"Q16778",0.228605955595839,0.084749221918927,0.481468415336236
"O75477",-0.0649431878702505,0.0848783509532621,0.481776412162779
